"StationID"	"Year"	"Index"	"BenSampID"	"RepNum"	"Lat_Dec"	"Long_Dec"	"InvertReg"	"StreamType"	"ActivityCategory"	"BenCollDate"	"NarRat"	"IBI"	"TotalTaxSPL_Sc"	"DipTaxSPL_Sc"	"IntolTaxSPL_Sc"	"HBISPL_Sc"	"PlecoPct_Sc"	"ScrapPctSPL_Sc"	"ScrapTaxSPL_Sc"	"TrichTax_Sc"	"EphemTax_Sc"	"EphemPct_Sc"	"Dom01PctSPL_Sc"
"UGCOL003.48"	2009	"Sp"	3731	1	33.7715347	-109.1873933	"cold"	"Perennial"	"Routine Sample"	2009-06-16	"Inconclusive"	50.3355219029506	81.5789473684211	18.1818181818182	50	75.7585555756745	23.0558624333541	49.228015215932	54.5454545454545	NA	NA	NA	NA
"SPGRA007.71"	1994	"Sp"	2549	1	32.6518831	-109.9251794	"cold"	"Perennial"	"Routine Sample"	1994-04-12	"Inconclusive"	50.4537525660121	81.5789473684211	90.9090909090909	33.3333333333333	72.5416639244162	0	20.2677778813686	54.5454545454545	NA	NA	NA	NA
"UGTRY001.56"	2009	"Sp"	3742	2	33.7561389	-109.0747222	"cold"	"Perennial"	"Field Replicate"	2009-06-17	"Inconclusive"	50.4969872896703	100	100	16.6666666666667	64.9023922909986	0	8.27348843366317	63.6363636363636	NA	NA	NA	NA
"LCHAL008.83"	2001	"Sp"	3047	1	33.9725	-109.5220833	"cold"	"Perennial"	"Routine Sample"	2001-06-19	"Inconclusive"	50.7004176005537	57.8947368421053	63.6363636363636	33.3333333333333	74.5512752008401	91.6930313296189	6.52145558888744	27.2727272727273	NA	NA	NA	NA
"SREFB008.27"	1994	"Sp"	2266	1	33.822135	-109.2968867	"cold"	"Perennial"	"Routine Sample"	1994-06-14	"Inconclusive"	50.9302668736926	63.1578947368421	63.6363636363636	0	71.700763472934	0	94.3804826333448	63.6363636363636	NA	NA	NA	NA
"UGMRW011.38"	1993	"Sp"	2493	1	32.6838181	-109.81244	"cold"	"Perennial"	"Routine Sample"	1993-05-19	"Inconclusive"	50.9344688126952	60.5263157894737	63.6363636363636	33.3333333333333	83.7014546765528	9.99637631358632	50.8019833941017	54.5454545454545	NA	NA	NA	NA
"SPRMC011.48"	1998	"Sp"	2706	1	31.43725	-110.3192128	"cold"	"Perennial"	"Routine Sample"	1998-05-19	"Inconclusive"	50.9899746843063	68.4210526315789	45.4545454545455	33.3333333333333	82.3445005742562	66.2175644296902	15.7042809121944	45.4545454545455	NA	NA	NA	NA
"LCLCR350.32"	1992	"Su"	2339	1	34.0865744	-109.4032839	"cold"	"Perennial"	"Routine Sample"	1992-07-08	"Inconclusive"	51.0976343631814	57.8947368421053	54.5454545454545	16.6666666666667	90.9285154673441	51.2826628820856	31.8199495931592	54.5454545454545	NA	NA	NA	NA
"VRWEB009.13"	1992	"Sp"	2414	1	34.3993353	-111.3648528	"cold"	"Perennial"	"Routine Sample"	1992-05-05	"Inconclusive"	51.1308711128843	81.5789473684211	81.8181818181818	33.3333333333333	74.3300654947417	0.411112671512095	22.8080934676367	63.6363636363636	NA	NA	NA	NA
"VROAK045.64"	2011	"Sp"	3816	1	34.9711111	-111.7507194	"cold"	"Perennial"	"Routine Sample"	2011-05-17	"Inconclusive"	51.2491910355194	65.7894736842105	45.4545454545455	50	81.2774374579037	0	43.4956079247036	72.7272727272727	NA	NA	NA	NA
"SREFB008.27"	1993	"Sp"	2471	1	33.822135	-109.2968867	"cold"	"Perennial"	"Routine Sample"	1993-06-17	"Inconclusive"	51.2564029177183	55.2631578947368	45.4545454545455	0	92.2362893987017	2.20446403968035	100	63.6363636363636	NA	NA	NA	NA
"VREVR051.15"	2008	"Sp"	3633	1	34.4211114	-111.2632925	"cold"	"Perennial"	"Routine Sample"	2008-06-24	"Inconclusive"	51.3030802498072	81.5789473684211	90.9090909090909	33.3333333333333	78.1562458338888	14.0994670401459	24.6808409001342	36.3636363636364	NA	NA	NA	NA
"LCHAL004.59"	2007	"Sp"	3367	1	34.0277778	-109.5066667	"cold"	"Perennial"	"Routine Sample"	2007-06-04	"Inconclusive"	51.3063089858787	63.1578947368421	54.5454545454545	50	76.8833659058225	85.7555515436	1.52916889670464	27.2727272727273	NA	NA	NA	NA
"LCMIN018.05"	2001	"Sp"	3052	1	34.1799675	-109.6188642	"cold"	"Perennial"	"Routine Sample"	2001-06-05	"Inconclusive"	51.391206482695	60.5263157894737	36.3636363636364	16.6666666666667	77.6784089929814	100	41.2306902933793	27.2727272727273	NA	NA	NA	NA
"VROAK047.96"	1994	"Sp"	2291	1	34.9929319	-111.736965	"cold"	"Perennial"	"Routine Sample"	1994-05-18	"Meets"	51.6262970105547	57.8947368421053	45.4545454545455	33.3333333333333	87.9280126115012	0	64.0461781051249	72.7272727272727	NA	NA	NA	NA
"LCBRB006.74"	1992	"Sp"	2330	1	34.4944461	-111.1658931	"cold"	"Perennial"	"Routine Sample"	1992-06-23	"Meets"	51.7017627116836	86.8421052631579	72.7272727272727	33.3333333333333	66.0419318722106	37.9257395519213	19.5874107793439	45.4545454545455	NA	NA	NA	NA
"LCRUD007.23"	1993	"Sp"	2443	1	34.0110214	-109.2816122	"cold"	"Perennial"	"Routine Sample"	1993-06-01	"Meets"	51.8822008885057	55.2631578947368	54.5454545454545	16.6666666666667	88.1606358209478	34.4860018183528	68.5989440188359	45.4545454545455	NA	NA	NA	NA
"SRCKN001.61"	2013	"Sp"	3872	1	33.6818578	-109.4441125	"cold"	"Perennial"	"Routine Sample"	2013-06-11	"Meets"	51.9637086959172	68.4210526315789	45.4545454545455	33.3333333333333	78.8546349103249	66.8944049519698	16.2425350442137	54.5454545454545	NA	NA	NA	NA
"VRWOK000.82"	1994	"Sp"	2548	1	34.9965278	-111.7496944	"cold"	"Perennial"	"Routine Sample"	1994-05-18	"Meets"	52.0141347019339	84.2105263157895	54.5454545454545	33.3333333333333	78.3623115484244	9.38279945204451	58.8099722639455	45.4545454545455	NA	NA	NA	NA
"VRWCL036.37"	1993	"Sp"	2504	1	34.5531389	-111.4075278	"cold"	"Perennial"	"Routine Sample"	1993-06-09	"Meets"	52.1867386807071	73.6842105263158	63.6363636363636	33.3333333333333	85.0921947881899	33.5078534031414	12.4168514412417	63.6363636363636	NA	NA	NA	NA
"SRNBE000.10"	2002	"Sp"	3110	1	33.5983333	-109.4460833	"cold"	"Perennial"	"Routine Sample"	2002-06-11	"Meets"	52.2156164584226	81.5789473684211	63.6363636363636	33.3333333333333	72.3495487957928	26.1780104712042	15.7058388765706	72.7272727272727	NA	NA	NA	NA
"SRBLR102.24"	2013	"Sp"	3868	1	33.7040278	-109.4525833	"cold"	"Perennial"	"Routine Sample"	2013-06-19	"Meets"	52.2849874775883	65.7894736842105	45.4545454545455	33.3333333333333	80.4287823351949	0.93492894540015	76.4174849540703	63.6363636363636	NA	NA	NA	NA
"SREFB008.27"	2012	"Sp"	3841	1	33.822135	-109.2968867	"cold"	"Perennial"	"Routine Sample"	2012-06-18	"Meets"	52.3061833096651	60.5263157894737	90.9090909090909	50	78.658819088148	18.4215629241807	22.1729490022173	45.4545454545455	NA	NA	NA	NA
"LCHAL010.20"	2007	"Sp"	3370	1	33.9569444	-109.5363889	"cold"	"Perennial"	"Routine Sample"	2007-06-07	"Meets"	52.7039421430377	55.2631578947368	63.6363636363636	50	90.0312858718405	58.0811642784245	33.7338051380802	18.1818181818182	NA	NA	NA	NA
"UGSFR144.95"	1993	"Sp"	3526	1	33.8279694	-109.0207675	"cold"	"Perennial"	"Routine Sample"	1993-06-15	"Meets"	52.7066392974207	71.0526315789474	54.5454545454545	33.3333333333333	75.4856062481712	11.0491602638199	50.7530163849454	72.7272727272727	NA	NA	NA	NA
"UGBLR046.35"	1996	"Sp"	3008	1	33.6844894	-109.0830556	"cold"	"Perennial"	"Routine Sample"	1996-05-20	"Meets"	52.7566657337115	73.6842105263158	81.8181818181818	33.3333333333333	71.6800764243228	25.4704966746852	28.7649068136873	54.5454545454545	NA	NA	NA	NA
"LCMIN018.05"	1992	"Sp"	2342	1	34.1799675	-109.6188642	"cold"	"Perennial"	"Routine Sample"	1992-06-03	"Meets"	53.4196061510383	68.4210526315789	54.5454545454545	33.3333333333333	80.3124967087441	24.6796058314383	67.1907545521736	45.4545454545455	NA	NA	NA	NA
"LCSLR001.42"	2013	"Sp"	3854	1	34.0707514	-109.4102656	"cold"	"Perennial"	"Routine Sample"	2013-06-10	"Meets"	53.4462096497531	76.3157894736842	54.5454545454545	0	73.9337847737141	32.1740910819269	46.2452567644011	90.9090909090909	NA	NA	NA	NA
"LCMIN018.05"	2007	"Sp"	3386	1	34.1799675	-109.6188642	"cold"	"Perennial"	"Routine Sample"	2007-06-26	"Meets"	53.4466964970946	81.5789473684211	72.7272727272727	50	74.2472980569961	36.1076006499368	32.1930294043082	27.2727272727273	NA	NA	NA	NA
"VRWCL036.37"	1996	"Sp"	3005	1	34.5531389	-111.4075278	"cold"	"Perennial"	"Routine Sample"	1996-04-15	"Meets"	53.4564554453079	97.3684210526316	45.4545454545455	33.3333333333333	75.9167880605953	0.865388775907576	21.2567114401422	100	NA	NA	NA	NA
"UGCMB004.23"	2013	"Sp"	3879	1	33.7388033	-109.0971569	"cold"	"Perennial"	"Routine Sample"	2013-06-18	"Meets"	53.5742288721031	86.8421052631579	81.8181818181818	0	75.3934563110884	8.32516234066564	31.7316054625371	90.9090909090909	NA	NA	NA	NA
"VRWCL036.37"	1992	"Sp"	2413	1	34.5531389	-111.4075278	"cold"	"Perennial"	"Routine Sample"	1992-05-05	"Meets"	53.8287814499914	71.0526315789474	54.5454545454545	16.6666666666667	78.3423287587577	24.1643173580346	59.302798514806	72.7272727272727	NA	NA	NA	NA
"LCSLR001.42"	2007	"Sp"	3409	1	34.0707514	-109.4102656	"cold"	"Perennial"	"Routine Sample"	2007-05-24	"Meets"	53.8373566083826	84.2105263157895	54.5454545454545	33.3333333333333	78.7892436689546	14.543339150669	20.5305083353864	90.9090909090909	NA	NA	NA	NA
"UGFRY009.52"	1992	"Sp"	2396	1	32.7435403	-109.8391086	"cold"	"Perennial"	"Routine Sample"	1992-04-21	"Meets"	53.9281133019581	65.7894736842105	72.7272727272727	66.6666666666667	81.7485022085819	0.35983519548047	35.6595880860402	54.5454545454545	NA	NA	NA	NA
"SRWRK007.97"	2014	"Sp"	3927	1	33.8237975	-110.9391453	"cold"	"Perennial"	"Routine Sample"	2014-05-15	"Meets"	54.2409468467155	81.5789473684211	36.3636363636364	66.6666666666667	66.5387472146571	7.04792589609343	66.9452498720791	54.5454545454545	NA	NA	NA	NA
"LCBRB006.74"	1994	"Sp"	2531	1	34.4944461	-111.1658931	"cold"	"Perennial"	"Routine Sample"	1994-06-06	"Meets"	54.3079514877754	68.4210526315789	54.5454545454545	33.3333333333333	82.899550124424	4.59263341600073	100	36.3636363636364	NA	NA	NA	NA
"SRWFB003.45"	2013	"Sp"	3876	1	33.7777756	-109.4044194	"cold"	"Perennial"	"Routine Sample"	2013-06-12	"Meets"	54.3575968268318	71.0526315789474	63.6363636363636	50	71.4384107996937	10.8136359949897	40.8348630505551	72.7272727272727	NA	NA	NA	NA
"LCBRB006.74"	2014	"Sp"	3899	1	34.4944461	-111.1658931	"cold"	"Perennial"	"Routine Sample"	2014-05-21	"Meets"	54.3934990274941	60.5263157894737	54.5454545454545	66.6666666666667	79.256253845195	45.3477346745269	47.1393403984147	27.2727272727273	NA	NA	NA	NA
"LCBRB006.74"	1997	"Sp"	2632	1	34.4944461	-111.1658931	"cold"	"Perennial"	"Routine Sample"	1997-05-19	"Meets"	54.6664047870618	81.5789473684211	63.6363636363636	33.3333333333333	75.2523088851998	7.57665581830954	66.7417699223506	54.5454545454545	NA	NA	NA	NA
"SRREY001.14"	1996	"Sp"	2624	1	33.8757408	-110.9885925	"cold"	"Perennial"	"Routine Sample"	1996-05-09	"Meets"	54.7981804537975	100	81.8181818181818	33.3333333333333	68.3082397776211	12.0678771675764	15.3323583525971	72.7272727272727	NA	NA	NA	NA
"SPWRC000.48"	1998	"Sp"	2733	1	31.8650172	-109.3298514	"cold"	"Perennial"	"Routine Sample"	1998-05-11	"Meets"	54.910809735216	44.7368421052632	63.6363636363636	66.6666666666667	98.1689397935348	36.1076006499368	47.78652802202	27.2727272727273	NA	NA	NA	NA
"SRTON056.39"	2000	"Sp"	2869	1	34.308	-111.0723611	"cold"	"Perennial"	"Routine Sample"	2000-05-02	"Meets"	55.0790895026719	81.5789473684211	72.7272727272727	66.6666666666667	73.9348835485037	4.89308606938396	13.0254974111824	72.7272727272727	NA	NA	NA	NA
"SRNBE000.86"	1995	"Sp"	2567	1	33.5964006	-109.4337589	"cold"	"Perennial"	"Routine Sample"	1995-06-05	"Meets"	55.1005449357322	65.7894736842105	54.5454545454545	50	80.0241127269987	19.962434328128	42.655066538061	72.7272727272727	NA	NA	NA	NA
"LCELR000.13"	2007	"Sp"	3363	1	34.0020328	-109.4572189	"cold"	"Perennial"	"Routine Sample"	2007-06-12	"Meets"	55.1030115440546	65.7894736842105	45.4545454545455	66.6666666666667	79.6386352466437	15.2032002736576	40.2412867553853	72.7272727272727	NA	NA	NA	NA
"SRSTI000.38"	2014	"Sp"	3922	1	33.8546667	-109.4585278	"cold"	"Perennial"	"Routine Sample"	2014-05-29	"Meets"	55.3173531001391	60.5263157894737	45.4545454545455	16.6666666666667	82.1644833320469	100	36.9549150036955	45.4545454545455	NA	NA	NA	NA
"SRBEV007.28"	2008	"Sp"	3605	1	33.7201086	-109.2751344	"cold"	"Perennial"	"Routine Sample"	2008-06-18	"Meets"	55.439275345653	65.7894736842105	63.6363636363636	33.3333333333333	84.0044856764196	34.1452310493968	52.6205854943925	54.5454545454545	NA	NA	NA	NA
"SREFB011.86"	2002	"Sp"	3108	1	33.8492222	-109.3134444	"cold"	"Perennial"	"Routine Sample"	2002-06-18	"Meets"	55.5033661873142	89.4736842105263	45.4545454545455	33.3333333333333	78.4821112433345	0	41.7798890694599	100	NA	NA	NA	NA
"SRCYN045.73"	2014	"Sp"	3919	1	34.2583586	-110.7956817	"cold"	"Perennial"	"Routine Sample"	2014-04-16	"Meets"	55.8280166648323	76.3157894736842	36.3636363636364	33.3333333333333	90.3830671547379	0	72.5821085102522	81.8181818181818	NA	NA	NA	NA
