"StationID_Master"	"ChemSampleID"	"Arsenic_inorg_f_ug_L"	"Arsenic_inorg_uf_ug_L"	"CaCO3_uf_mg_L"	"Calcium_uf_mg_L"	"Carbon_f_mg_L"	"Carbon_uf_mg_L"	"Chloride_uf_mg_L"	"Copper_uf_ug_L"	"CrossSectionalArea_calc"	"Depth_ft"	"DO_f_%"	"DO_f_mg_L"	"Ecoli_uf_CFU_100"	"Flow_cfs"	"Flow_ft_sec"	"Hardness_CaCO3_MgCO3_calc_mg_L"	"HydrogenCarbonate_uf_mg_L"	"Kjeldahl_N_uf_mg_L"	"Lead_cmpdsInorg_uf_mg_L"	"Magnesium_uf_mg_L"	"Manganese_uf_ug_L"	"Mercury_elemental_uf_mg_L"	"NH3_N_uf_mg_L"	"NO3NO2_uf_mg_L"	"pH_SU"	"Phosphorus_uf_mg_L"	"Potassium_uf_mg_L"	"Sodium_uf_mg_L"	"SpecCond_umhos_cm"	"StreamWidth_ft"	"Sulfate_uf_mg_L"	"TDS_f_mg_L"	"Temp_degC"	"TSS_susp_mg_L"	"Turbidity_NTU"
"11"	"LCBIL005.75"	"LCBIL005.75_2007-04-05"	NA	NA	0.846774193548387	NA	0.454545454545455	0.363636363636364	0.865168539325843	NA	NA	NA	0.529411764705882	0.764705882352941	NA	0.213235294117647	NA	NA	0.814516129032258	0.2734375	NA	NA	NA	NA	0	0.285714285714286	0.778181818181818	0.487012987012987	NA	NA	0.861313868613139	NA	0.832460732984293	0.861788617886179	0.431159420289855	0.385964912280702	0.60082304526749
"12"	"LCBIL005.75"	"LCBIL005.75_2007-06-27"	NA	NA	NA	NA	0.136363636363636	0.272727272727273	NA	NA	NA	NA	0.56078431372549	0.141176470588235	NA	0.0330882352941176	NA	NA	NA	0.1953125	NA	NA	NA	NA	NA	0.4	0.127272727272727	0.142857142857143	NA	NA	0.886861313868613	NA	NA	NA	0.735507246376812	NA	NA
"13"	"LCBIL005.75"	"LCBIL005.75_2007-07-25"	NA	NA	NA	NA	0.227272727272727	0.318181818181818	NA	NA	NA	NA	0.0627450980392157	0.0823529411764706	NA	0.0735294117647059	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585714285714286	0.167272727272727	0.558441558441558	NA	NA	0.937956204379562	NA	NA	NA	0.782608695652174	NA	NA
"14"	"LCBIL005.75"	"LCBIL005.75_2007-08-27"	NA	NA	NA	NA	0.318181818181818	0.5	NA	NA	NA	NA	0.419607843137255	0.556862745098039	NA	0.176470588235294	NA	NA	NA	0.9921875	NA	NA	NA	NA	NA	0.2	0.461818181818182	0.649350649350649	NA	NA	0.843065693430657	NA	NA	NA	0.608695652173913	NA	NA
"15"	"LCBIL005.75"	"LCBIL005.75_2007-10-30"	NA	NA	0.887096774193548	NA	0.318181818181818	0	0.887640449438202	NA	NA	NA	0.505882352941176	0.513725490196078	NA	0.0845588235294118	NA	NA	0.935483870967742	NA	NA	NA	NA	NA	NA	0.871428571428571	0.501818181818182	0.0974025974025974	NA	NA	0.941605839416058	NA	0.759162303664921	0.930894308943089	0.173913043478261	NA	0.259259259259259
"16"	"LCBIL005.75"	"LCBIL005.75_2008-04-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.498039215686275	0.301960784313725	NA	0.551470588235294	NA	NA	NA	0.2734375	NA	NA	NA	NA	NA	0.171428571428571	0.585454545454545	NA	NA	NA	0.784671532846715	NA	NA	0.813008130081301	0.420289855072464	NA	NA
"17"	"LCBIL005.75"	"LCBIL005.75_2008-07-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305882352941176	0.12156862745098	NA	0.363970588235294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.476363636363636	NA	NA	NA	0.77007299270073	NA	NA	NA	0.507246376811594	NA	NA
"18"	"LCBIL005.75"	"LCBIL005.75_2008-09-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.235294117647059	0.117647058823529	NA	0.573529411764706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818181818181818	NA	NA	NA	0.788321167883212	NA	NA	0.817073170731707	0.702898550724638	NA	NA
"19"	"LCBIL005.75"	"LCBIL005.75_2015-05-14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594936708860759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.220779220779221	NA	NA	NA	NA	NA	NA	NA	NA	NA
"20"	"LCBIL005.75"	"LCBIL005.75_2015-09-01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.806451612903226	NA	NA	0.266233766233766	NA	NA	NA	NA	NA	NA	0.561594202898551	NA	NA
"21"	"LCCOL003.03"	"LCCOL003.03_2013-10-09"	NA	NA	NA	0.866995073891626	NA	NA	0.629213483146067	NA	0.511627906976744	0.580952380952381	0.458823529411765	0.450980392156863	NA	0.625	NA	0.868263473053892	NA	NA	NA	0.845637583892617	0.129770992366412	NA	NA	NA	0.829090909090909	NA	NA	0.825242718446602	0.748175182481752	0.568720379146919	0.952879581151832	0.821138211382114	0.278985507246377	0.0292397660818713	0.337448559670782
"22"	"LCCOL003.03"	"LCCOL003.03_2013-12-04"	NA	NA	NA	0.817733990147783	NA	NA	0.651685393258427	NA	0.424418604651163	0.404761904761905	0.349019607843137	0.972549019607843	0.259493670886076	0.705882352941177	NA	0.760479041916168	NA	0.6640625	0.888888888888889	0.751677852348993	NA	NA	NA	0.642857142857143	0.669090909090909	NA	NA	0.79126213592233	0.737226277372263	0.421800947867299	0.952879581151832	0.780487804878049	0.0289855072463768	0.0701754385964912	0.156378600823045
"23"	"LCCOL003.03"	"LCCOL003.03_2014-04-14"	NA	NA	NA	0.783251231527094	NA	NA	0.595505617977528	NA	0.424418604651163	0.271428571428571	0.203921568627451	0.56078431372549	0.0949367088607595	0.459558823529412	NA	0.730538922155689	NA	0.9765625	NA	0.718120805369127	0.0687022900763359	NA	NA	NA	0.803636363636364	0.681818181818182	0.484615384615385	0.805825242718447	0.700729927007299	0.57345971563981	0.947643979057592	0.735772357723577	0.340579710144928	0.152046783625731	0.139917695473251
"24"	"LCCOL003.03"	"LCCOL003.03_2014-05-21"	NA	NA	NA	0.847290640394089	NA	NA	0.49438202247191	NA	0.203488372093023	0.0761904761904762	0.603921568627451	0.164705882352941	NA	0.176470588235294	NA	0.826347305389222	NA	0.7734375	0.444444444444444	0.838926174496644	0.236641221374046	NA	NA	NA	0.789090909090909	0.792207792207792	0.653846153846154	0.878640776699029	0.791970802919708	0.37914691943128	0.853403141361257	0.83739837398374	0.793478260869565	0.421052631578947	0.477366255144033
"25"	"LCELR000.13"	"LCELR000.13_2006-11-15"	NA	NA	0.580645161290323	0.586206896551724	NA	NA	NA	NA	0.424418604651163	0.476190476190476	0.670588235294118	0.854901960784314	0.227848101265823	0.488970588235294	0.450980392156863	0.395209580838323	0.596774193548387	0.0078125	NA	0.342281879194631	NA	NA	NA	0.128571428571429	0.727272727272727	NA	0.776923076923077	0.771844660194175	0.543795620437956	0.464454976303318	NA	0.536585365853659	0.0144927536231884	NA	0.226337448559671
"26"	"LCELR000.13"	"LCELR000.13_2007-03-27"	NA	NA	0.709677419354839	0.142857142857143	NA	NA	NA	NA	0.720930232558139	0.771428571428571	0.0745098039215686	0.741176470588235	0.227848101265823	0.893382352941177	0.892156862745098	0.0778443113772455	0.758064516129032	0.515625	NA	0.0939597315436242	NA	NA	NA	NA	0.341818181818182	0.142857142857143	0.576923076923077	0.199029126213592	0.182481751824818	0.682464454976303	NA	0.276422764227642	0.148550724637681	NA	0.905349794238683
"27"	"LCELR000.13"	"LCELR000.13_2007-06-12"	NA	NA	0.580645161290323	0.586206896551724	NA	NA	NA	NA	0.337209302325581	0.119047619047619	0.125490196078431	0.372549019607843	0.987341772151899	0.602941176470588	0.745098039215686	0.431137724550898	0.580645161290323	0.421875	NA	0.342281879194631	NA	NA	NA	NA	0.716363636363636	0.292207792207792	0.861538461538462	0.800970873786408	0.58029197080292	0.682464454976303	NA	0.609756097560976	0.369565217391304	NA	0.847736625514403
"28"	"LCELR000.13"	"LCELR000.13_2015-08-17"	NA	NA	NA	0.25615763546798	NA	NA	0.0898876404494382	NA	0.88953488372093	0.719047619047619	0.925490196078431	0.349019607843137	0.79746835443038	0.915441176470588	NA	NA	NA	NA	NA	NA	0.480916030534351	NA	NA	NA	0.385454545454545	0.344155844155844	0.815384615384615	0.548543689320388	0.306569343065693	0.938388625592417	0.031413612565445	0.288617886178862	0.86231884057971	0.105263157894737	0.440329218106996
"29"	"LCELR005.67"	"LCELR005.67_2013-09-26"	NA	NA	NA	0.201970443349754	NA	NA	NA	0.857142857142857	0.616279069767442	0.447619047619048	0.345098039215686	0.250980392156863	0.79746835443038	0.735294117647059	0.57843137254902	0.11377245508982	NA	0.65625	NA	0.0939597315436242	0.251908396946565	NA	0.774193548387097	NA	0.0290909090909091	NA	NA	0.383495145631068	0.14963503649635	0.739336492890995	NA	0.0528455284552846	0.188405797101449	0.228070175438596	0.580246913580247
"30"	"LCELR005.67"	"LCELR005.67_2013-10-29"	NA	NA	NA	0.201970443349754	NA	NA	NA	NA	0.162790697674419	0.257142857142857	0.584313725490196	0.737254901960784	0.259493670886076	0.452205882352941	NA	0.137724550898204	NA	NA	NA	0.154362416107383	0.358778625954198	NA	NA	NA	0.138181818181818	NA	NA	0.509708737864078	0.237226277372263	0.246445497630332	NA	0.203252032520325	0.0797101449275362	0.333333333333333	0.650205761316872
"31"	"LCELR005.67"	"LCELR005.67_2014-04-29"	NA	NA	NA	NA	NA	NA	0.0674157303370786	NA	0.453488372093023	0.580952380952381	NA	NA	NA	0.555147058823529	NA	NA	NA	0.8671875	NA	NA	0.793893129770992	NA	NA	NA	0.0945454545454545	0.441558441558442	0.761538461538461	0.194174757281553	0.171532846715328	0.364928909952607	0.0471204188481675	0.182926829268293	0.221014492753623	0.368421052631579	0.641975308641975
"32"	"LCELR007.19"	"LCELR007.19_2006-11-14"	NA	NA	0.137096774193548	0.0886699507389163	NA	NA	NA	NA	NA	NA	0.666666666666667	0.63921568627451	NA	0.338235294117647	NA	0.0239520958083832	0.153225806451613	0.015625	NA	0.0134228187919463	NA	NA	NA	NA	0.850909090909091	0.0584415584415584	0.738461538461539	0.300970873786408	0.0985401459854015	NA	0.109947643979058	0.121951219512195	0.0543478260869565	NA	0.609053497942387
"33"	"LCELR007.19"	"LCELR007.19_2007-04-19"	NA	NA	0	0.00985221674876847	NA	NA	NA	NA	0.593023255813954	0.633333333333333	0.223529411764706	0.831372549019608	0.487341772151899	0.639705882352941	0.490196078431373	0	0.0161290322580645	0.2265625	NA	NA	0.870229007633588	NA	NA	NA	0.0981818181818182	0.142857142857143	0.430769230769231	0.0728155339805825	0.0510948905109489	0.582938388625592	NA	0.0650406504065041	0.206521739130435	NA	0.654320987654321
"34"	"LCELR007.19"	"LCELR007.19_2007-06-13"	NA	NA	0.120967741935484	0.0788177339901478	NA	NA	NA	NA	0.186046511627907	0.0761904761904762	0.184313725490196	0.219607843137255	0.430379746835443	0.158088235294118	0.254901960784314	0.0239520958083832	0.137096774193548	0.2578125	NA	0.00671140939597315	NA	NA	NA	NA	0.327272727272727	0.5	0.915384615384615	0.300970873786408	0.135036496350365	0.407582938388626	NA	0.146341463414634	0.72463768115942	NA	0.349794238683128
"35"	"LCELR008.70"	"LCELR008.70_2009-09-10"	NA	NA	0.137096774193548	0.0591133004926108	NA	NA	NA	NA	0.25	0.247619047619048	0.576470588235294	0.349019607843137	0.670886075949367	0.345588235294118	0.529411764705882	NA	0.120967741935484	NA	NA	NA	0.282442748091603	NA	0.258064516129032	NA	0.0436363636363636	NA	NA	0.252427184466019	0.124087591240876	0.478672985781991	0.0732984293193717	0.0975609756097561	0.108695652173913	0.298245614035088	0.48559670781893
"36"	"LCELR008.70"	"LCELR008.70_2010-06-24"	NA	NA	0.0725806451612903	0.0541871921182266	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.797794117647059	NA	NA	0.0483870967741935	NA	NA	NA	0.251908396946565	NA	NA	NA	0.0872727272727273	NA	NA	0.383495145631068	0.109489051094891	NA	0.109947643979058	0.121951219512195	0.952898550724638	0.181286549707602	0.423868312757202
"37"	"LCELR008.70"	"LCELR008.70_2013-09-25"	NA	NA	NA	0.0591133004926108	NA	NA	NA	NA	0.412790697674419	0.695238095238095	0.368627450980392	0.184313725490196	0.39873417721519	0.591911764705882	NA	NA	NA	0.4453125	NA	NA	0.618320610687023	NA	0.903225806451613	NA	0.101818181818182	NA	NA	0.179611650485437	0.0182481751824818	0.293838862559242	0.0471204188481675	0.00813008130081301	0.286231884057971	0.672514619883041	0.740740740740741
"38"	"LCELR008.70"	"LCELR008.70_2013-10-29"	NA	NA	NA	0.118226600985222	NA	NA	NA	NA	0.372093023255814	0.752380952380952	0.894117647058824	0.913725490196078	0.0189873417721519	0.441176470588235	NA	NA	NA	NA	NA	NA	0.282442748091603	NA	NA	NA	0.214545454545455	NA	NA	0.383495145631068	0.131386861313869	0.232227488151659	0.0942408376963351	0.117886178861789	0.166666666666667	0.134502923976608	0.292181069958848
"39"	"LCELR008.70"	"LCELR008.70_2014-04-29"	NA	NA	NA	NA	NA	NA	0.0224719101123595	NA	0.0988372093023256	0.314285714285714	NA	NA	NA	0.345588235294118	NA	NA	NA	NA	NA	NA	0.106870229007634	NA	NA	NA	0.0727272727272727	0.227272727272727	0.769230769230769	0.0679611650485437	0.0145985401459854	0.127962085308057	0.151832460732984	0.0487804878048781	0.0326086956521739	0.304093567251462	0.489711934156379
"40"	"LCFIS003.86"	"LCFIS003.86_2009-09-29"	NA	NA	0.693548387096774	0.724137931034483	NA	NA	0.831460674157303	NA	NA	NA	0.403921568627451	0.658823529411765	0.430379746835443	0.128676470588235	NA	0.622754491017964	0.637096774193548	NA	NA	0.469798657718121	NA	NA	NA	0.714285714285714	0.92	0.935064935064935	0.961538461538462	0.907766990291262	0.704379562043796	NA	NA	0.654471544715447	0.655797101449275	0.555555555555556	0.353909465020576
"41"	"LCFIS003.86"	"LCFIS003.86_2010-05-04"	NA	NA	0.0725806451612903	0.349753694581281	NA	NA	0.98876404494382	NA	0.941860465116279	0.828571428571429	0.392156862745098	0.247058823529412	0.316455696202532	0.974264705882353	0.980392156862745	0.25748502994012	0.0483870967741935	NA	NA	0.275167785234899	0.786259541984733	NA	NA	NA	0.341818181818182	0.811688311688312	NA	0.810679611650485	0.408759124087591	0.966824644549763	0.282722513089005	0.504065040650406	0.47463768115942	0.970760233918129	0.97119341563786
"42"	"LCFIS003.86"	"LCFIS003.86_2010-06-29"	NA	NA	0.508064516129032	0.61576354679803	NA	NA	0.932584269662921	NA	0.27906976744186	0.176190476190476	0.819607843137255	0.301960784313725	0.645569620253165	0.327205882352941	0.303921568627451	0.562874251497006	0.459677419354839	NA	NA	0.523489932885906	NA	NA	0.258064516129032	NA	0.901818181818182	NA	NA	0.91747572815534	0.656934306569343	0.407582938388626	0.109947643979058	0.682926829268293	0.746376811594203	0.216374269005848	0.246913580246914
"43"	"LCHAL004.59"	"LCHAL004.59_2007-06-04"	NA	NA	0.153225806451613	0.172413793103448	NA	NA	NA	NA	0.366279069767442	0.314285714285714	0.541176470588235	0.596078431372549	NA	0.102941176470588	0.0588235294117647	0.137724550898204	0.169354838709677	0.8984375	NA	0.161073825503356	0.755725190839695	NA	NA	NA	0.0909090909090909	0.909090909090909	0.692307692307692	0.529126213592233	0.211678832116788	0.421800947867299	0.0261780104712042	0.333333333333333	0.764492753623188	NA	0.530864197530864
"44"	"LCHAL008.83"	"LCHAL008.83_2007-06-04"	NA	NA	0.0967741935483871	0.108374384236453	NA	NA	NA	NA	NA	0.771428571428571	0.643137254901961	0.717647058823529	0.917721518987342	0.00367647058823529	0	0.0419161676646707	0.129032258064516	0.5546875	NA	0.0335570469798658	0.916030534351145	NA	NA	0.242857142857143	0.116363636363636	0.915584415584416	0.915384615384615	0.485436893203884	0.135036496350365	0.042654028436019	0.366492146596859	0.25609756097561	0.757246376811594	0.91812865497076	0.987654320987654
"45"	"LCHAL008.83"	"LCHAL008.83_2007-06-05"	NA	NA	0.0725806451612903	0.0443349753694581	NA	NA	NA	NA	NA	NA	0.443137254901961	0.917647058823529	0.0949367088607595	0.0147058823529412	NA	0.0179640718562874	0.104838709677419	0.2265625	NA	0.0134228187919463	NA	NA	NA	NA	0.16	0.5	0.915384615384615	0.252427184466019	0.0985401459854015	NA	0.392670157068063	0.146341463414634	0.282608695652174	0.467836257309941	0.967078189300412
"46"	"LCHAL008.83"	"LCHAL008.83_2013-09-26"	NA	NA	NA	0.118226600985222	NA	NA	NA	NA	0.0523255813953488	0.138095238095238	0.349019607843137	0.203921568627451	0.582278481012658	0.297794117647059	NA	NA	NA	0.609375	NA	NA	0.687022900763359	NA	0.838709677419355	NA	0.0254545454545455	NA	NA	0.300970873786408	0.0839416058394161	0.161137440758294	0.298429319371728	0.0203252032520325	0.257246376811594	0.730994152046784	0.790123456790123
"47"	"LCHAL008.83"	"LCHAL008.83_2013-10-29"	NA	NA	NA	0.0985221674876847	NA	NA	NA	NA	0.0232558139534884	0.157142857142857	0.349019607843137	0.392156862745098	0.354430379746835	0.0477941176470588	NA	NA	NA	0.421875	NA	NA	0.458015267175573	NA	NA	NA	0.00363636363636364	NA	NA	0.383495145631068	0.127737226277372	0.0568720379146919	0.366492146596859	0.134146341463415	0.304347826086957	0.935672514619883	0.979423868312757
"48"	"LCHAL008.83"	"LCHAL008.83_2014-03-17"	NA	NA	NA	NA	NA	NA	0.0337078651685393	NA	0.238372093023256	0.466666666666667	0.133333333333333	0.866666666666667	NA	0.536764705882353	NA	NA	NA	0.9609375	NA	NA	0.893129770992366	NA	NA	NA	0.0618181818181818	0.733766233766234	0.807692307692308	0.058252427184466	0.0875912408759124	0.18957345971564	0.109947643979058	0.170731707317073	0.16304347826087	0.988304093567251	0.395061728395062
"49"	"LCHAL010.20"	"LCHAL010.20_2007-06-07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.564705882352941	0.372549019607843	NA	0.0330882352941176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00727272727272727	NA	NA	NA	0.116788321167883	NA	NA	NA	0.141304347826087	NA	NA
"50"	"LCLCR360.06"	"LCLCR360.06_2006-11-15"	NA	NA	0.379032258064516	0.334975369458128	NA	NA	NA	NA	0.802325581395349	0.719047619047619	0.854901960784314	0.945098039215686	NA	0.8125	0.558823529411765	0.209580838323353	0.459677419354839	0.0234375	NA	0.161073825503356	NA	NA	NA	0.114285714285714	0.869090909090909	NA	0.815384615384615	0.300970873786408	0.299270072992701	0.834123222748815	0.151832460732984	0.353658536585366	0	NA	0.226337448559671
"51"	"LCLCR360.06"	"LCLCR360.06_2007-03-27"	NA	NA	0.604838709677419	0.167487684729064	NA	NA	NA	NA	0.953488372093023	0.904761904761905	0.203921568627451	0.764705882352941	NA	0.948529411764706	0.911764705882353	0.0898203592814371	0.604838709677419	0.2734375	NA	0.0939597315436242	NA	NA	NA	NA	0.261818181818182	0.142857142857143	0.692307692307692	0.300970873786408	0.193430656934307	0.928909952606635	NA	0.317073170731707	0.260869565217391	NA	0.728395061728395
"52"	"LCLCR360.06"	"LCLCR360.06_2007-06-05"	NA	NA	0.209677419354839	0.133004926108374	NA	NA	NA	NA	0.837209302325581	0.752380952380952	0.149019607843137	0.290196078431373	0.613924050632911	0.886029411764706	0.784313725490196	0.0658682634730539	0.241935483870968	0.515625	NA	0.0469798657718121	NA	NA	NA	0.371428571428571	0.676363636363636	0.5	0.9	0.553398058252427	0.175182481751825	0.900473933649289	NA	0.191056910569106	0.63768115942029	0.690058479532164	0.909465020576132
"53"	"LCLVL001.32"	"LCLVL001.32_2006-11-14"	NA	NA	0.0403225806451613	0.0295566502463054	NA	NA	NA	NA	NA	NA	0.474509803921569	0.741176470588235	0.0949367088607595	0.128676470588235	NA	0.00598802395209581	0.0725806451612903	0	NA	NA	NA	NA	NA	NA	0.134545454545455	NA	0.576923076923077	0.179611650485437	0.0328467153284672	NA	0.340314136125654	0.0813008130081301	0.0036231884057971	0.573099415204678	0.646090534979424
"54"	"LCLVL001.32"	"LCLVL001.32_2007-04-19"	NA	NA	0.0403225806451613	0.0443349753694581	NA	NA	NA	NA	NA	NA	0.0509803921568627	0.850980392156863	NA	0.433823529411765	NA	0.0119760479041916	0.0403225806451613	0.0703125	NA	0	NA	NA	NA	NA	0.338181818181818	0.292207792207792	0.515384615384615	0.121359223300971	0.0510948905109489	NA	NA	0.0934959349593496	0.0615942028985507	NA	0.888888888888889
"55"	"LCLVL001.32"	"LCLVL001.32_2007-06-13"	NA	NA	0.0403225806451613	0.0295566502463054	NA	NA	NA	NA	0.226744186046512	0.314285714285714	0.23921568627451	0.364705882352941	NA	0.227941176470588	0.274509803921569	NA	0.0483870967741935	0.1953125	NA	NA	NA	NA	NA	NA	0.232727272727273	0.623376623376623	0.692307692307692	0.150485436893204	0.0912408759124088	0.208530805687204	0.151832460732984	0.0772357723577236	0.528985507246377	0.573099415204678	0.45679012345679
"56"	"LCLVL001.32"	"LCLVL001.32_2009-05-19"	NA	NA	NA	NA	NA	NA	NA	NA	0.505813953488372	0.676190476190476	0.517647058823529	0.180392156862745	0.449367088607595	0.654411764705882	0.568627450980392	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167272727272727	NA	NA	NA	0.0401459854014599	0.402843601895735	NA	NA	0.66304347826087	NA	0.818930041152263
