"StationID_Master"	"BCdistance"	"Comment"	"RespSampID"	"CSCI"	"Quality"	"RespSampFlag"
"909SHAR02"	0.010118372	"Cluster_LTEQ05"	"909SHAR02_5/8/2008_BMI_RWB_1"	0.792060496	"Good"	NA
"909SLAW02"	0.035556444	"Cluster_LTEQ05"	"909SLAW02_5/6/2008_BMI_RWB_1"	0.825789492	"Good"	NA
"909SLAW02"	0.035556444	"Cluster_LTEQ05"	"909SLAW02_5/6/2008_BMI_RWB_1"	0.825789492	"Good"	NA
"910DZRA03"	0.017107475	"Cluster_LTEQ05"	"910DZRA03_5/6/2008_BMI_RWB_1"	1.021573326	"Good"	NA
"910DZRA03"	0.017107475	"Cluster_LTEQ05"	"910DZRA03_5/6/2008_BMI_RWB_1"	1.021573326	"Good"	NA
"910S06570"	0.012272715	"Cluster_LTEQ05"	"910S06570_5/24/2010_BMI_RWB_1"	0.833447899	"Good"	NA
"910S14762"	0.01254964	"Cluster_LTEQ05"	"910S14762_5/26/2010_BMI_RWB_1"	0.85134923	"Good"	NA
"SMC00457"	0.023514513	"Cluster_LTEQ05"	"SMC00457_6/4/2009_BMI_RWB_1"	1.044333623	"Good"	NA
"SMC00693"	0.008427456	"Cluster_LTEQ05"	"SMC00693_5/31/2010_BMI_RWB_2"	1.008988657	"Good"	NA
"SMC00693"	0.008427456	"Cluster_LTEQ05"	"SMC00693_5/31/2010_BMI_RWB_1"	0.94087595	"Good"	NA
"SMC00729"	0.017540972	"Cluster_LTEQ05"	"SMC00729_6/3/2009_BMI_RWB_1"	0.691849778	"Degraded"	NA
"SMC00921"	0.007478436	"Cluster_LTEQ05"	"SMC00921_6/2/2010_BMI_RWB_1"	0.581333092	"Degraded"	NA
"SMC01161"	0.014882135	"Cluster_LTEQ05"	"SMC01161_5/27/2010_BMI_RWB_1"	1.061768423	"Good"	NA
"SMC01174"	0.005793763	"Cluster_LTEQ05"	"SMC01174_7/20/2011_BMI_RWB_1"	0.806061675	"Good"	"Unknown percent ambiguous individuals"
"SMC01201"	0.01336199	"Cluster_LTEQ05"	"SMC01201_6/2/2010_BMI_RWB_MCM_1"	0.931603892	"Good"	"Unknown percent ambiguous individuals"
"SMC02417"	0.017109664	"Cluster_LTEQ05"	"SMC02417_7/20/2011_BMI_RWB_1"	0.631190923	"Degraded"	"Unknown percent ambiguous individuals"
"SMC03222"	0.008137709	"Cluster_LTEQ05"	"SMC03222_7/11/2012_BMI_RWB_MCM_1"	0.599458991	"Degraded"	"Unknown percent ambiguous individuals"
"SMC03737"	0.006556135	"Cluster_LTEQ05"	"SMC03737_7/6/2012_BMI_RWB_1"	0.544940078	"Degraded"	"Unknown percent ambiguous individuals"
"SMC03929"	0.044759938	"Cluster_LTEQ05"	"SMC03929_7/5/2012_BMI_RWB_MCM_1"	0.844543863	"Good"	"Unknown percent ambiguous individuals"
"SMC04441"	0.049161889	"Cluster_LTEQ05"	"SMC04441_7/19/2013_BMI_RWB_MCM_1"	0.497349363	"Degraded"	"Unknown percent ambiguous individuals"
"SMC05017"	0.007457426	"Cluster_LTEQ05"	"SMC05017_7/19/2013_BMI_RWB_MCM_1"	0.548615972	"Degraded"	"Unknown percent ambiguous individuals"
"SMC08157"	0.014458199	"Cluster_LTEQ05"	"SMC08157_6/22/2011_BMI_RWB_1"	0.650918612	"Degraded"	"Unknown percent ambiguous individuals"
"SMC09325"	0.010546721	"Cluster_LTEQ05"	"SMC09325_6/21/2012_BMI_RWB_1"	0.773273971	"Degraded"	"Unknown percent ambiguous individuals"
"SMC09325"	0.010546721	"Cluster_LTEQ05"	"SMC09325_6/21/2012_BMI_RWB_MCM_2"	0.796308208	"Good"	"Insufficient number of and unknown percent ambiguous individuals"
