"StationID_Master"	"StressSampID"	"StressSampDate"	"IQRmethod"	"SDmethod"	"Outlier"	"AFDM_algae_particulate_g_m2"	"Alkalinity_CaCO3_f_mg_L"	"Alkalinity_CaCO3_fld_mg_L"	"Aluminum_tot_mg_kg_dw"	"Aluminum_uf_ug_L"	"Arsenic_f_ug_L"	"Arsenic_tot_mg_kg_dw"	"Arsenic_uf_ug_L"	"Cadmium_f_ug_L"	"Cadmium_tot_mg_kg_dw"	"Cadmium_uf_ug_L"	"Calcium_uf_mg_L"	"Chlor_a_particulate_mg_m2"	"Chloride_f_mg_L"	"Chromium_f_ug_L"	"Chromium_tot_mg_kg_dw"	"Chromium_ug_L"	"Copper_f_ug_L"	"Copper_tot_mg_kg_dw"	"Copper_uf_ug_L"	"DO_fld_mg_L"	"DOC_f_mg_L"	"Ev_FlowHab_score"	"H_AqHab_score"	"H_SubNat_score"	"Hardness_CaCO3_f_mg_L"	"IPI"	"Iron_f_ug_L"	"Iron_uf_ug_L"	"Lead_tot_mg_kg_dw"	"Manganese_f_ug_L"	"Manganese_tot_mg_kg_dw"	"Manganese_uf_ug_L"	"NH3_N_f_mg_L"	"Nickel_f_ug_L"	"Nickel_tot_mg_kg_dw"	"Nickel_uf_ug_L"	"NO2_N_f_mg_L"	"NO3_N_f_mg_L"	"P_uf_mg_L"	"PCT_SAFN_score"	"pH_fld_SU"	"PO4_P_f_mg_L"	"Salinity_fld_ppt"	"Selenium_f_ug_L"	"Selenium_ug_L"	"Silica_SiO2_f_mg_L"	"Silver_tot_mg_kg_dw"	"Silver_uf_ug_L"	"SpecificConductivity_fld_uS_cm"	"Sulfate_f_mg_L"	"TDS_f_mg_L"	"TSS_particulate_mg_L"	"Turbidity_fld_NTU"	"Velocity_fld_ft_s"	"WaterTemp_fld_degC"	"XCMG_score"	"Zinc_f_ug_L"	"Zinc_tot_mg_kg_dw"	"Zinc_uf_ug_L"	"HighDur_Dry"	"HighDur_Wet"	"HighNum_Dry"	"MaxMonthQ_Dry"	"MaxMonthQ_Wet"	"NoDisturb_Average"	"NoDisturb_Dry"	"Q99_Average"	"Qmax_Dry"	"QmaxIDR_All"	"RBI_Dry"
"904M21713"	"904M21713_2015-06-26"	2015-06-26	0	0	0	NA	NA	0.653846153846154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925925925925926	NA	0.0909090909090909	0.0909090909090909	0.0454545454545455	NA	0.0454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.967741935483871	NA	0.37037037037037	NA	NA	NA	NA	NA	0.464285714285714	NA	NA	NA	0.04	0.545454545454545	0.935483870967742	0.0454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904S00537"	"904S00537_2009-05-04"	2009-05-04	0	0	0	1	0.416666666666667	0.615384615384615	0.8	0.857142857142857	0.428571428571429	0.4	0.428571428571429	1	0.8	1	0.857142857142857	0.733333333333333	0.818181818181818	1	0.6	0.857142857142857	1	0.4	1	0.296296296296296	0.5	0.363636363636364	0.909090909090909	0.545454545454545	1	0.454545454545455	1	0.857142857142857	0.6	1	0.4	1	0.833333333333333	1	0.4	1	0.111111111111111	0.416666666666667	0.941176470588235	0.227272727272727	0.483870967741935	0.666666666666667	0.925925925925926	1	1	0.181818181818182	1	1	0.928571428571429	0.933333333333333	0.916666666666667	0.928571428571429	0.92	0.772727272727273	0.580645161290323	0.727272727272727	1	0.4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904S02585"	"904S02585_2010-05-19"	2010-05-19	0	0	0	0.375	0.25	NA	1	0.285714285714286	0.571428571428571	1	0.571428571428571	0.571428571428571	1	0.285714285714286	0.571428571428571	0.533333333333333	1	0.285714285714286	0.4	0.285714285714286	0.428571428571429	1	0.428571428571429	NA	0.8	0.636363636363636	0.863636363636364	0.909090909090909	0.5	0.909090909090909	0.571428571428571	0.428571428571429	0.8	0.571428571428571	1	0.571428571428571	NA	0.714285714285714	0.8	0.714285714285714	NA	0.0833333333333333	0.882352941176471	0.909090909090909	NA	0.866666666666667	NA	0.428571428571429	0.428571428571429	0	0.5	NA	NA	0.466666666666667	0.75	0.642857142857143	NA	NA	NA	0.363636363636364	0.333333333333333	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904S08089"	"904S08089_2010-05-20"	2010-05-20	0	0	0	0.625	0.916666666666667	NA	0.4	0.142857142857143	0.142857142857143	0.2	0	0.857142857142857	0.6	0.857142857142857	0.714285714285714	1	0.727272727272727	0.857142857142857	0.2	0.714285714285714	0.857142857142857	0.8	0.857142857142857	NA	1	0.272727272727273	NA	0.636363636363636	0.666666666666667	0.136363636363636	0.142857142857143	0	1	0.285714285714286	0.2	0.142857142857143	NA	0.571428571428571	0.6	0.571428571428571	0.666666666666667	0.833333333333333	0.411764705882353	0.818181818181818	NA	0.466666666666667	NA	0.714285714285714	0.571428571428571	0.454545454545455	0.25	0	NA	0.866666666666667	0.583333333333333	0.214285714285714	NA	NA	NA	0.227272727272727	0.833333333333333	0.8	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904S08089"	"904S08089_2010-05-20"	2010-05-20	0.971014492753623	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904S12185"	"904S12185_2011-05-24"	2011-05-24	0	0	0	0.6875	1	NA	0	0.571428571428571	0.714285714285714	0	0.714285714285714	0	0	0	0.142857142857143	0.666666666666667	0.272727272727273	0.714285714285714	0	0.571428571428571	0.714285714285714	0	0.714285714285714	NA	0.4	0.909090909090909	0.681818181818182	0.772727272727273	NA	0.681818181818182	0.285714285714286	0.142857142857143	0.2	0.428571428571429	0	0.428571428571429	NA	0.428571428571429	0	0.428571428571429	0.888888888888889	NA	0.705882352941177	0.727272727272727	NA	0.6	NA	0.571428571428571	0.857142857142857	0.636363636363636	NA	NA	NA	0.8	0.833333333333333	1	NA	NA	NA	0.272727272727273	0.666666666666667	0	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1125"	"904WE1125_2002-05-23"	2002-05-23	0	0	0	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466666666666667	0.454545454545455	NA	NA	NA	NA	NA	NA	NA	0.1	0.954545454545455	0.636363636363636	0.454545454545455	NA	0.954545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.647058823529412	0.272727272727273	NA	NA	NA	NA	NA	0.363636363636364	NA	NA	NA	0.733333333333333	NA	0.571428571428571	NA	NA	NA	0.818181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1125"	"904WE1125_2002-05-23"	2002-05-23	0.884057971014493	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1125"	"904WE1125_2015-06-22"	2015-06-22	0	0	0	NA	NA	0.846153846153846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.777777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67741935483871	NA	0.555555555555556	NA	NA	NA	NA	NA	0.607142857142857	NA	NA	NA	0.8	1	0.870967741935484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1125"	"904WE1125_2016-06-14"	2016-06-14	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.387096774193548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.909090909090909	0.0645161290322581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1125"	"904WE1125_2016-06-14"	2016-06-14	0.884057971014493	0	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1125"	"904WE1125_2017-04-25"	2017-04-25	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.259259259259259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.451612903225806	NA	0.592592592592593	NA	NA	NA	NA	NA	0.642857142857143	NA	NA	NA	0.4	0.454545454545455	0.774193548387097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"904WE1131"	"904WE1131_2002-05-21"	2002-05-21	0	0	0	0.4375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.363636363636364	NA	NA	NA	NA	NA	NA	NA	0.2	1	0.454545454545455	0.136363636363636	NA	0.681818181818182	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	0.666666666666667	0.352941176470588	0.181818181818182	NA	NA	NA	NA	NA	0.0909090909090909	NA	NA	NA	0.666666666666667	NA	0.5	NA	NA	NA	0.818181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"905DGCC1x"	"905DGCC1x_2013-04-03"	2013-04-03	0	0	0	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318181818181818	0.5	1	NA	0.454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.636363636363636	NA	0.133333333333333	NA	NA	NA	0.818181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.363636363636364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"905DGCC1x"	"905DGCC1x_2014-04-22"	2014-04-22	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419354838709677	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	0.2	NA	0.516129032258065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"905SDBDN9"	"905SDBDN9_2014-03-25"	2014-03-25	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.227272727272727	0	NA	0.0909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.363636363636364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.681818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"905SDBDN9"	"905SDBDN9_2016-03-29"	2016-03-29	0	0	0	0.8125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.133333333333333	0.636363636363636	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0588235294117647	NA	NA	1	NA	NA	NA	0.909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"907SDCHC3"	"907SDCHC3_2008-05-06"	2008-05-06	0	0	0	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.222222222222222	0.5	0.764705882352941	NA	NA	0.533333333333333	NA	NA	NA	NA	NA	NA	NA	0.533333333333333	0.666666666666667	0.785714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"907SDCHC3"	"907SDCHC3_2008-05-08"	2008-05-08	0	0	0	0.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"909SHAR02"	"909SHAR02_2008-05-06"	2008-05-06	0	0	0	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.444444444444444	0.916666666666667	0.294117647058824	NA	NA	0.266666666666667	NA	NA	NA	NA	NA	NA	NA	0.4	0.416666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"909SHAR02"	"909SHAR02_2008-05-08"	2008-05-08	0	0	0	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
